Word		Guess		Accuracy
se		Span		CORRECT
enloda		Span		CORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
she		Eng		CORRECT
is		Eng		CORRECT
a		Span		INCORRECT
mean		Eng		CORRECT
bigger		Eng		CORRECT
than		Eng		CORRECT
Toti		Eng		CORRECT
verdad		Span		CORRECT
?		Other Other
<UNK>		Span Other
más		Span		CORRECT
grande		Span		CORRECT
que		Span		CORRECT
Toti		Eng		CORRECT
.		Other Other
Oh		Eng		CORRECT
"		Other Other
sí		Span		CORRECT
.		Other Other
Mucho		Span		CORRECT
más		Span		CORRECT
grandota		Span		CORRECT
.		Other Other
Pero		Span		CORRECT
tiene		Span		CORRECT
una		Span		CORRECT
carita		Span		CORRECT
tan		Span		CORRECT
bonita		Span		CORRECT
.		Other Other
Yeah		Eng		CORRECT
"		Other Other
I		Eng		CORRECT
saw		Eng		CORRECT
the		Eng		CORRECT
pictures		Eng		CORRECT
.		Other Other
Y		Span		CORRECT
es		Span		CORRECT
tan		Span		CORRECT
"		Other Other
tan		Span		CORRECT
tierna		Span		CORRECT
.		Other Other
She		Eng		CORRECT
loves		Eng		CORRECT
people		Eng		CORRECT
.		Other Other
I		Eng		CORRECT
thought		Eng		CORRECT
Toti		Eng		CORRECT
loves		Eng		CORRECT
people		Eng		CORRECT
"		Other Other
but		Eng		CORRECT
this		Eng		CORRECT
one		Eng		CORRECT
is		Eng		CORRECT
worse		Eng		CORRECT
.		Other Other
And		Eng		CORRECT
"		Other Other
es		Span		CORRECT
un		Span		CORRECT
circo		Span		CORRECT
para		Span		CORRECT
bañarla		Span		CORRECT
en		Span		CORRECT
la		Span		CORRECT
tina		Span		CORRECT
.		Other Other
La		Span		CORRECT
primera		Span		CORRECT
vez		Span		CORRECT
que		Span		CORRECT
le		Span		CORRECT
intenté		Span		CORRECT
"		Other Other
me		Span		CORRECT
bañe		Span		CORRECT
yo		Span		CORRECT
primero		Span		CORRECT
que		Span		CORRECT
ella		Span		CORRECT
.		Other Other
Y		Span		CORRECT
ella		Span		CORRECT
feliz		Span		CORRECT
en		Span		CORRECT
la		Span		CORRECT
tina		Span		CORRECT
.		Other Other
Pos		Span		CORRECT
para		Span		CORRECT
sacarla		Span		CORRECT
todo		Span		CORRECT
un		Span		CORRECT
lío		Span		CORRECT
porque		Span		CORRECT
no		Span		CORRECT
quería		Span		CORRECT
salirse		Span		CORRECT
de		Span		CORRECT
la		Span		CORRECT
tina		Span		CORRECT
.		Other Other
Really		Eng		CORRECT
?		Other Other
Las		Span		CORRECT
patitas		Span		CORRECT
así		Span		CORRECT
.		Other Other
Así		Span		CORRECT
como		Span		CORRECT
Martha		Span		INCORRECT
cuando		Span		CORRECT
metió		Span		CORRECT
al		Span		CORRECT
Rufus		Span		INCORRECT
.		Other Other
Sí		Span		CORRECT
?		Other Other
You		Eng		CORRECT
have		Eng		CORRECT
not		Eng		CORRECT
seen		Eng		CORRECT
her		Eng		CORRECT
dog		Eng		CORRECT
"		Other Other
verdad		Span		CORRECT
?		Other Other
It		Eng		CORRECT
is		Eng		CORRECT
like		Eng		CORRECT
"		Other Other
it		Eng		CORRECT
is		Eng		CORRECT
like		Eng		CORRECT
Scooby		Span		INCORRECT
.		Other Other
No		Span		INCORRECT
.		Other Other
Haz		Span		CORRECT
de		Span		CORRECT
cuenta		Span		CORRECT
el		Span		CORRECT
Scooby		Span		INCORRECT
Doo		Eng		CORRECT
.		Other Other
He		Eng		CORRECT
is		Eng		CORRECT
like		Eng		CORRECT
Scooby		Span		INCORRECT
.		Other Other
El		Span		CORRECT
Scooby-Doo		Span		INCORRECT
así		Span		CORRECT
grandote		Span		CORRECT
.		Other Other
Tonto		Span		CORRECT
"		Other Other
está		Span		CORRECT
tontolon		Span		CORRECT
el		Span		CORRECT
perro		Span		CORRECT
.		Other Other
Digo		Span		CORRECT
"		Other Other
y		Span		CORRECT
que		Span		CORRECT
lo		Span		CORRECT
va		Span		CORRECT
metiendo		Span		CORRECT
al		Span		CORRECT
shower		Eng		CORRECT
y		Span		CORRECT
el		Span		CORRECT
shower		Eng		CORRECT
tiene		Span		CORRECT
de		Span		CORRECT
esos		Span		CORRECT
sliding		Eng		CORRECT
doors		Eng		CORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
there		Eng		CORRECT
is		Eng		CORRECT
only		Eng		CORRECT
that		Eng		CORRECT
much		Eng		CORRECT
open		Eng		CORRECT
in		Eng		CORRECT
a		Span		INCORRECT
sliding		Eng		CORRECT
door		Eng		CORRECT
"		Other Other
verdad		Span		CORRECT
?		Other Other
Lo		Span		CORRECT
abrió		Span		CORRECT
Roger		Eng		INCORRECT
y		Span		CORRECT
levantó		Span		CORRECT
al		Span		CORRECT
perro		Span		CORRECT
pos		Span		CORRECT
nomás		Span		CORRECT
vio		Span		CORRECT
el		Span		CORRECT
deste		Span		CORRECT
del		Span		CORRECT
perro		Span		CORRECT
y		Span		CORRECT
le		Span		CORRECT
hizo		Span		CORRECT
las		Span		CORRECT
manos		Span		CORRECT
así		Span		CORRECT
.		Other Other
Las		Span		CORRECT
patas		Span		CORRECT
.		Other Other
Y		Span		CORRECT
no		Span		CORRECT
entraba		Span		CORRECT
el		Span		CORRECT
perro		Span		CORRECT
en		Span		CORRECT
el		Span		CORRECT
shower		Eng		CORRECT
y		Span		CORRECT
luego		Span		CORRECT
le		Span		CORRECT
daba		Span		CORRECT
vuelta		Span		CORRECT
así		Span		CORRECT
.		Other Other
Dijo		Span		CORRECT
"		Other Other
Martha		Span		INCORRECT
"		Other Other
yo		Span		CORRECT
no		Span		CORRECT
le		Span		CORRECT
podía		Span		CORRECT
ayudar		Span		CORRECT
a		Span		CORRECT
Roger		Eng		INCORRECT
porque		Span		CORRECT
me		Span		CORRECT
caía		Span		CORRECT
de		Span		CORRECT
risa		Span		CORRECT
de		Span		CORRECT
ver		Eng		INCORRECT
al		Span		CORRECT
perro		Span		CORRECT
.		Other Other
Con		Span		CORRECT
las		Span		CORRECT
manos		Span		CORRECT
así		Span		CORRECT
.		Other Other
Y		Span		CORRECT
Roger		Eng		INCORRECT
"		Other Other
well		Eng		CORRECT
do		Eng		CORRECT
something		Eng		CORRECT
"		Other Other
and		Eng		CORRECT
help		Eng		CORRECT
me		Span		INCORRECT
.		Other Other
Dijo		Span		CORRECT
"		Other Other
volteaba		Span		CORRECT
de		Span		CORRECT
lado		Span		CORRECT
"		Other Other
así		Span		CORRECT
le		Span		CORRECT
hacía		Span		CORRECT
así		Span		CORRECT
de		Span		CORRECT
todas		Span		CORRECT
maneras		Span		CORRECT
"		Other Other
<UNK>		Span Other
pero		Span		CORRECT
de		Span		CORRECT
lado		Span		CORRECT
así		Span		CORRECT
lo		Span		CORRECT
ponía		Span		CORRECT
de		Span		CORRECT
frente		Span		CORRECT
"		Other Other
lo		Span		CORRECT
volteaba		Span		CORRECT
al		Span		CORRECT
revés		Span		CORRECT
por		Span		CORRECT
atrás		Span		CORRECT
.		Other Other
Y		Span		CORRECT
que		Span		CORRECT
las		Span		CORRECT
patas		Span		CORRECT
.		Other Other
Movía		Span		CORRECT
las		Span		CORRECT
manos		Span		CORRECT
"		Other Other
no		Span		CORRECT
le		Span		CORRECT
hace		Span		CORRECT
como		Span		CORRECT
lo		Span		CORRECT
volteaba		Span		CORRECT
"		Other Other
<UNK>		Span Other
parecía		Span		CORRECT
un		Span		CORRECT
avión		Span		CORRECT
.		Other Other
Así		Span		CORRECT
estaba		Span		CORRECT
de		Span		CORRECT
chiquita		NAMED ENTITY - <ORGANIZATION>
.		Other Other
Se		Span		CORRECT
me		Span		CORRECT
resbalaba.		Span		CORRECT
Ponía		Span		CORRECT
las		Span		CORRECT
patitas		Span		CORRECT
así		Span		CORRECT
.		Other Other
Y		Span		CORRECT
a		Span		CORRECT
poco		Span		CORRECT
.		Other Other
Metió		Span		CORRECT
al		Span		CORRECT
shower		Eng		CORRECT
y		Span		CORRECT
andaba		Span		CORRECT
Roger		Eng		INCORRECT
todo		Span		CORRECT
<UNK>		Span Other
cansado		Span		CORRECT
Roger		Eng		INCORRECT
.		Other Other
Haz		Span		CORRECT
de		Span		CORRECT
cuenta		Span		CORRECT
"		Other Other
you		Eng		CORRECT
get		Eng		CORRECT
so		Eng		CORRECT
tired		Eng		CORRECT
y		Span		CORRECT
al		Span		CORRECT
fin		Span		CORRECT
.		Other Other
So		Eng		CORRECT
heavy		Eng		CORRECT
"		Other Other
he		Eng		CORRECT
is		Eng		CORRECT
big		Eng		CORRECT
.		Other Other
Si		Span		CORRECT
"		Other Other
por		Span		CORRECT
fin		Span		CORRECT
la		Span		CORRECT
agarré		Span		CORRECT
y		Span		CORRECT
le		Span		CORRECT
eché		Span		CORRECT
una		Span		CORRECT
toalla		Span		CORRECT
y		Span		CORRECT
se		Span		CORRECT
la		Span		CORRECT
di		Span		CORRECT
a		Span		CORRECT
mijo		Span		CORRECT
y		Span		CORRECT
le		Span		CORRECT
digo		Span		CORRECT
toma		Span		CORRECT
tú		Span		CORRECT
secala		Span		CORRECT
en		Span		CORRECT
lo		Span		CORRECT
que		Span		CORRECT
agarro		Span		CORRECT
la		Span		CORRECT
otra		Span		CORRECT
y		Span		CORRECT
en		Span		CORRECT
lo		Span		CORRECT
que		Span		CORRECT
me		Span		CORRECT
di		Span		CORRECT
la		Span		CORRECT
vuelta		Span		CORRECT
se		Span		CORRECT
le		Span		CORRECT
escapó		Span		CORRECT
.		Other Other
Tuve		Span		CORRECT
que		Span		CORRECT
agarrarla		Span		CORRECT
.		Other Other
<UNK>		Span Other
porque		Span		CORRECT
cree		Span		CORRECT
que		Span		CORRECT
esta		Span		CORRECT
jugando		Span		CORRECT
.		Other Other
But		Eng		CORRECT
"		Other Other
she		Eng		CORRECT
is		Eng		CORRECT
brown		Eng		CORRECT
"		Other Other
no		Span		INCORRECT
?		Other Other
Cómo		Span		CORRECT
cafecita		Span		CORRECT
"		Other Other
no		Span		CORRECT
?		Other Other
Es		Span		CORRECT
cafecita		Span		CORRECT
con		Span		CORRECT
negro		Span		CORRECT
oscuro		Span		CORRECT
"		Other Other
o		Span		CORRECT
mas		Eng		INCORRECT
bien		Span		CORRECT
dark		Eng		CORRECT
brown		Eng		CORRECT
with		Eng		CORRECT
light		Eng		CORRECT
brown		Eng		CORRECT
.		Other Other
Mmm-hmm		Span		INCORRECT
.		Other Other
Ya		Span		CORRECT
esta		Span		CORRECT
creciendo		Span		CORRECT
.		Other Other
Sí		Span		CORRECT
"		Other Other
chico		Span		CORRECT
tamañote		Span		CORRECT
.		Other Other
How		Eng		CORRECT
long		Eng		CORRECT
have		Eng		CORRECT
you		Eng		CORRECT
had		Eng		CORRECT
her		Eng		CORRECT
"		Other Other
a		Span		INCORRECT
week		Eng		CORRECT
"		Other Other
two		Eng		CORRECT
weeks		Eng		CORRECT
?		Other Other
Uh		Eng		CORRECT
"		Other Other
three		Eng		CORRECT
weeks		Eng		CORRECT
?		Other Other
Three		Eng		CORRECT
weeks		Eng		CORRECT
.		Other Other
Y		Span		CORRECT
ya		Span		CORRECT
creció		Span		CORRECT
"		Other Other
no		Span		CORRECT
te		Span		CORRECT
creas		Span		CORRECT
.		Other Other
Si		Span		CORRECT
"		Other Other
pues		Span		CORRECT
sí		Span		CORRECT
mira		Span		CORRECT
el		Span		CORRECT
perro		Span		CORRECT
que		Span		CORRECT
tiene		Span		CORRECT
?		Other Other
<UNK>		Span Other
También		Span		CORRECT
ya		Span		CORRECT
.		Other Other
Cómo		Span		CORRECT
va		Span		CORRECT
?		Other Other
Si		Span		CORRECT
"		Other Other
muy		Span		CORRECT
grandote		Span		CORRECT
también		Span		CORRECT
.		Other Other
Ya		Span		CORRECT
va		Span		CORRECT
creciendo		Span		CORRECT
and		Eng		CORRECT
he		Eng		CORRECT
still		Eng		CORRECT
thinks		Eng		CORRECT
he		Eng		CORRECT
is		Eng		CORRECT
a		Span		INCORRECT
big		Eng		CORRECT
little		Eng		CORRECT
puppy		Eng		CORRECT
.		Other Other
And		Eng		CORRECT
"		Other Other
that		Eng		CORRECT
is		Eng		CORRECT
the		Eng		CORRECT
thing		Eng		CORRECT
.		Other Other
Y		Span		CORRECT
le		Span		CORRECT
hace		Span		CORRECT
así		Span		CORRECT
<UNK>		Span Other
.		Other Other
<UNK>		Span Other
agacharme		Span		CORRECT
para		Span		CORRECT
untarle		Span		CORRECT
algo		Span		CORRECT
<UNK>		Span Other
no		Span		CORRECT
se		Span		CORRECT
que		Span		CORRECT
"		Other Other
me		Span		CORRECT
brincó		Span		CORRECT
el		Span		CORRECT
perro		Span		CORRECT
<UNK>		Span Other
de		Span		CORRECT
trompa		Span		CORRECT
"		Other Other
me		Span		CORRECT
tumbó		Span		CORRECT
en		Span		CORRECT
el		Span		CORRECT
sofa		Eng		INCORRECT
me		Span		CORRECT
caí		Span		CORRECT
<UNK>		Span Other
el		Span		CORRECT
stupid		Eng		CORRECT
dog		Eng		CORRECT
.		Other Other
Oye		Span		CORRECT
"		Other Other
ya		Span		CORRECT
estuvo		Span		CORRECT
bueno		Span		CORRECT
"		Other Other
no		Span		CORRECT
?		Other Other
Agarró		Span		CORRECT
a		Span		CORRECT
la		Span		CORRECT
grandma		Eng		INCORRECT
y		Span		CORRECT
...		Span Other
Uh-huh		Eng		INCORRECT
.		Other Other
Agarró		Span		CORRECT
a		Span		CORRECT
la		Span		CORRECT
grandma		Eng		INCORRECT
.		Other Other
Bueno		Span		CORRECT
"		Other Other
say		Eng		CORRECT
goodbye		Span		INCORRECT
babies		Eng		CORRECT
"		Other Other
we		Eng		CORRECT
are		Eng		CORRECT
going		Eng		CORRECT
to		Eng		CORRECT
say		Eng		CORRECT
good-bye		Eng		CORRECT
now		Eng		CORRECT
.		Other Other
Goodbye		Span		INCORRECT
.		Other Other
Bye		Span		INCORRECT
.		Other Other
A		Span		CORRECT
ver		Eng		INCORRECT
"		Other Other
dónde		Span		CORRECT
"		Other Other
cómo		Span		CORRECT
se		Span		CORRECT
le		Span		CORRECT
apaga		Span		CORRECT
a		Span		CORRECT
esto		Span		CORRECT
?		Other Other
Lunch		Eng		CORRECT
is		Eng		CORRECT
over		Eng		CORRECT
now		Eng		CORRECT
.		Other Other
